code;name;location;reference product;categories;ex_name;ex_amount;ex_unit;ex_product;ex_production volume;ex_type;ex_location;database;material_group
0508e36d1fb6fc06f291fb30ce63078f;ferrochromium production, high-carbon, 68% Cr;RoW;ferrochromium, high-carbon, 68% Cr;;market for bauxite;0.25;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
0f3c8ff499b99096d5e318cf2a339bbf;aluminium hydroxide production;CN;aluminium hydroxide;;market for bauxite;1.861;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
26ad2ca3d1a04c968a6bafbd80b4fc2f;clinker production;CAZ;clinker;;market for bauxite;0.00012;kilogram;bauxite;;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
346438310c434526982385dd076ad0d1;clinker production;USA;clinker;;market for bauxite;0.00012;kilogram;bauxite;;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
42c69a7fb8f25ffca24b31d8ee965fb1;aluminium hydroxide production;IAI Area, Russia & RER w/o EU27 & EFTA;aluminium hydroxide;;market for bauxite;1.861;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
44f50914fd6f9bd97e6c31419f6e1a58;refractory production, high aluminium oxide, packed;RoW;refractory, high aluminium oxide, packed;;market for bauxite;1.04;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
4c21ee8082a041f0a40f1cf6bfef8ed2;clinker production;OAS;clinker;;market for bauxite;0.00449909374107036;kilogram;bauxite;;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
4d3d3b6ea77d46dc9a758ff23d36f2c7;clinker production;EUR;clinker;;market for bauxite;0.00012;kilogram;bauxite;;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
50e12f4269bd138d3c1af86c677137e8;stone wool production;RoW;stone wool;;market for bauxite;0.062271;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
570132c4ee7fc51da6dc8bd3f88fedfc;aluminium hydroxide production;IAI Area, EU27 & EFTA;aluminium hydroxide;;market for bauxite;1.409;kilogram;bauxite;0.0;technosphere;GLO;ecoinvent_cutoff_3.9_remind_SSP5-Base_2050;bauxite
